"date","location","total_vaccinations","total_distributed","people_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_per_hundred","people_fully_vaccinated","people_vaccinated_per_hundred","distributed_per_hundred","daily_vaccinations_raw","daily_vaccinations","daily_vaccinations_per_million","share_doses_used"
1/12/2021 0:00:00,"Alabama","78134.0","377025.0","70861.0","0.15","1.59","7270.0","1.45","7.69",,,,"0.207"
1/13/2021 0:00:00,"Alabama","84040.0","378975.0","74792.0","0.19","1.71","9245.0","1.53","7.73",5906.00,5906.00,1205.00,"0.222"
1/14/2021 0:00:00,"Alabama","92300.0","435350.0","80480.0",,"1.88",,"1.64","8.88",8260.00,7083.00,1445.00,"0.212"
1/15/2021 0:00:00,"Alabama","100567.0","444650.0","86956.0","0.28","2.05","13488.0","1.77","9.07",8267.00,7478.00,1525.00,"0.226"
1/16/2021 0:00:00,"Alabama",,,,,,,,,7557.00,7498.00,1529.00,
1/17/2021 0:00:00,"Alabama",,,,,,,,,7557.00,7509.00,1531.00,
1/18/2021 0:00:00,"Alabama",,,,,,,,,7557.00,7517.00,1533.00,
1/19/2021 0:00:00,"Alabama","130795.0","444650.0","114319.0","0.33","2.67","16346.0","2.33","9.07",7557.00,7523.00,1534.00,"0.294"
1/20/2021 0:00:00,"Alabama","139200.0","483275.0","121113.0","0.37","2.84","17956.0","2.47","9.86",8405.00,7880.00,1607.00,"0.288"
1/21/2021 0:00:00,"Alabama","165919.0","493125.0","144429.0","0.44","3.38","21345.0","2.95","10.06",26719.00,10517.00,2145.00,"0.336"
1/22/2021 0:00:00,"Alabama","199314.0","519525.0","174317.0","0.51","4.06","24840.0","3.56","10.6",33395.00,14107.00,2877.00,"0.384"
1/23/2021 0:00:00,"Alabama","221540.0","521225.0","193955.0","0.56","4.52","27422.0","3.96","10.63",22226.00,16202.00,3304.00,"0.425"
1/24/2021 0:00:00,"Alabama","243737.0","521225.0","213833.0","0.61","4.97","29736.0","4.36","10.63",22197.00,18294.00,3731.00,"0.468"
1/25/2021 0:00:00,"Alabama","250612.0","521225.0","220464.0","0.61","5.11","29978.0","4.5","10.63",6875.00,18196.00,3711.00,"0.481"
1/26/2021 0:00:00,"Alabama","254959.0","569000.0","223854.0","0.63","5.2","30933.0","4.57","11.6",4347.00,17738.00,3618.00,"0.448"
1/27/2021 0:00:00,"Alabama","266444.0","634000.0","232633.0","0.69","5.43","33595.0","4.74","12.93",11485.00,18178.00,3707.00,"0.42"
1/28/2021 0:00:00,"Alabama","278993.0","655275.0","241337.0","0.76","5.69","37431.0","4.92","13.36",12549.00,16153.00,3294.00,"0.426"
1/29/2021 0:00:00,"Alabama","300915.0","659400.0","256601.0","0.9","6.14","44073.0","5.23","13.45",21922.00,14514.00,2960.00,"0.456"
1/30/2021 0:00:00,"Alabama","342436.0","659400.0","288368.0","1.1","6.98","53742.0","5.88","13.45",41521.00,17271.00,3522.00,"0.519"
1/31/2021 0:00:00,"Alabama","353974.0","659400.0","298301.0","1.13","7.22","55331.0","6.08","13.45",11538.00,15748.00,3212.00,"0.537"
2/1/2021 0:00:00,"Alabama","358280.0","659400.0","301628.0","1.15","7.31","56308.0","6.15","13.45",4306.00,15381.00,3137.00,"0.543"
2/2/2021 0:00:00,"Alabama","371882.0","680550.0","312711.0","1.2","7.58","58825.0","6.38","13.88",13602.00,16703.00,3407.00,"0.546"
2/3/2021 0:00:00,"Alabama","388339.0","765150.0","324998.0","1.28","7.92","62990.0","6.63","15.61",16457.00,17414.00,3552.00,"0.508"
2/4/2021 0:00:00,"Alabama","408428.0","799675.0","338845.0","1.41","8.33","69155.0","6.91","16.31",20089.00,18491.00,3771.00,"0.511"
2/5/2021 0:00:00,"Alabama","430597.0","799875.0","353522.0","1.56","8.78","76603.0","7.21","16.31",22169.00,18526.00,3778.00,"0.538"
2/6/2021 0:00:00,"Alabama","455173.0","804100.0","370275.0","1.72","9.28","84278.0","7.55","16.4",24576.00,16105.00,3285.00,"0.566"
2/7/2021 0:00:00,"Alabama","462332.0","804100.0","375567.0","1.76","9.43","86141.0","7.66","16.4",7159.00,15480.00,3157.00,"0.575"
2/8/2021 0:00:00,"Alabama","467636.0","804100.0","378514.0","1.8","9.54","88453.0","7.72","16.4",5304.00,15622.00,3186.00,"0.582"
2/9/2021 0:00:00,"Alabama","490969.0","823600.0","395196.0","1.94","10.01","95033.0","8.06","16.8",23333.00,17012.00,3470.00,"0.596"
2/10/2021 0:00:00,"Alabama","515802.0","861175.0","412462.0","2.09","10.52","102520.0","8.41","17.56",24833.00,18209.00,3714.00,"0.599"
2/11/2021 0:00:00,"Alabama","543237.0","911875.0","431259.0","2.26","11.08","111036.0","8.8","18.6",27435.00,19258.00,3928.00,"0.596"
2/12/2021 0:00:00,"Alabama","571115.0","936200.0","448071.0","2.49","11.65","122019.0","9.14","19.09",27878.00,20074.00,4094.00,"0.61"
2/13/2021 0:00:00,"Alabama","601159.0","963600.0","467032.0","2.71","12.26","133029.0","9.53","19.65",30044.00,20855.00,4253.00,"0.624"
2/14/2021 0:00:00,"Alabama","612254.0","965550.0","474065.0","2.79","12.49","137032.0","9.67","19.69",11095.00,21417.00,4368.00,"0.634"
2/15/2021 0:00:00,"Alabama",,,,,,,,,12214.00,22405.00,4569.00,
2/16/2021 0:00:00,"Alabama","636682.0","1015775.0","486206.0","3.04","12.99","149288.0","9.92","20.72",12214.00,20816.00,4245.00,"0.627"
2/17/2021 0:00:00,"Alabama","650020.0","1032175.0","494424.0","3.15","13.26","154341.0","10.08","21.05",13338.00,19174.00,3911.00,"0.63"
2/18/2021 0:00:00,"Alabama","672038.0","1032175.0","505660.0","3.37","13.71","165104.0","10.31","21.05",22018.00,18400.00,3753.00,"0.651"
2/19/2021 0:00:00,"Alabama","739132.0","1077600.0","545431.0","3.92","15.07","192304.0","11.12","21.98",67094.00,24002.00,4895.00,"0.686"
2/20/2021 0:00:00,"Alabama","776936.0","1078800.0","560968.0","4.37","15.85","214512.0","11.44","22.0",37804.00,25111.00,5121.00,"0.72"
2/21/2021 0:00:00,"Alabama","788613.0","1082100.0","567505.0","4.48","16.08","219639.0","11.57","22.07",11677.00,25194.00,5138.00,"0.729"
2/22/2021 0:00:00,"Alabama","793614.0","1082100.0","583741.0","4.65","16.19","228101.0","11.91","22.07",5001.00,24164.00,4928.00,"0.733"
2/23/2021 0:00:00,"Alabama","815108.0","1084440.0","593936.0","4.88","16.62","239425.0","12.11","22.12",21494.00,25489.00,5198.00,"0.752"
2/24/2021 0:00:00,"Alabama","839703.0","1138650.0","604602.0","5.17","17.13","253615.0","12.33","23.22",24595.00,27098.00,5527.00,"0.737"
2/25/2021 0:00:00,"Alabama","864757.0","1170120.0","615100.0","5.48","17.64","268465.0","12.54","23.86",25054.00,27531.00,5615.00,"0.739"
2/26/2021 0:00:00,"Alabama","893859.0","1380380.0","627063.0","5.83","18.23","286095.0","12.79","28.15",29102.00,22104.00,4508.00,"0.648"
2/27/2021 0:00:00,"Alabama","931090.0","1402180.0","643208.0","6.28","18.99","307868.0","13.12","28.6",37231.00,22022.00,4491.00,"0.664"
2/28/2021 0:00:00,"Alabama","942502.0","1402280.0","649745.0","6.39","19.22","313290.0","13.25","28.6",11412.00,21984.00,4484.00,"0.672"
3/1/2021 0:00:00,"Alabama","948393.0","1402280.0","653309.0","6.45","19.34","316073.0","13.32","28.6",5891.00,22111.00,4510.00,"0.676"
3/2/2021 0:00:00,"Alabama","972161.0","1461320.0","663187.0","6.73","19.83","330046.0","13.53","29.8",23768.00,22436.00,4576.00,"0.665"
3/3/2021 0:00:00,"Alabama","1000031.0","1469100.0","674810.0","7.07","20.4","346841.0","13.76","29.96",27870.00,22904.00,4671.00,"0.681"
3/4/2021 0:00:00,"Alabama","1032171.0","1530470.0","688791.0","7.45","21.05","365456.0","14.05","31.21",32140.00,23916.00,4878.00,"0.674"
3/5/2021 0:00:00,"Alabama","1064578.0","1556460.0","704173.0","7.81","21.71","383078.0","14.36","31.74",32407.00,24388.00,4974.00,"0.684"
3/6/2021 0:00:00,"Alabama","1099697.0","1628350.0","721109.0","8.2","22.43","402061.0","14.71","33.21",35119.00,24087.00,4913.00,"0.675"
3/7/2021 0:00:00,"Alabama","1110132.0","1628350.0","727681.0","8.3","22.64","406723.0","14.84","33.21",10435.00,23947.00,4884.00,"0.682"
3/8/2021 0:00:00,"Alabama","1116676.0","1628350.0","732967.0","8.36","22.77","409937.0","14.95","33.21",6544.00,24040.00,4903.00,"0.686"
3/9/2021 0:00:00,"Alabama","1140984.0","1689050.0","747268.0","8.57","23.27","420083.0","15.24","34.45",24308.00,24118.00,4919.00,"0.676"
3/10/2021 0:00:00,"Alabama","1173820.0","1775660.0","768502.0","8.87","23.94","435018.0","15.67","36.21",32836.00,24827.00,5063.00,"0.661"
3/11/2021 0:00:00,"Alabama","1209802.0","1816230.0","790864.0","9.23","24.67","452746.0","16.13","37.04",35982.00,25376.00,5175.00,"0.666"
3/12/2021 0:00:00,"Alabama","1249205.0","1838400.0","816418.0","9.63","25.48","472325.0","16.65","37.49",39403.00,26375.00,5379.00,"0.68"
3/13/2021 0:00:00,"Alabama","1288242.0","1918560.0","841394.0","10.05","26.27","492755.0","17.16","39.13",39037.00,26935.00,5493.00,"0.671"
3/14/2021 0:00:00,"Alabama","1298612.0","1918560.0","849337.0","10.15","26.49","497653.0","17.32","39.13",10370.00,26926.00,5492.00,"0.677"
3/15/2021 0:00:00,"Alabama","1306419.0","1918560.0","854302.0","10.22","26.64","501344.0","17.42","39.13",7807.00,27106.00,5528.00,"0.681"
3/16/2021 0:00:00,"Alabama","1332298.0","2004160.0","871536.0","10.44","27.17","511869.0","17.77","40.87",25879.00,27331.00,5574.00,"0.665"
3/17/2021 0:00:00,"Alabama","1363987.0","2080870.0","893767.0","10.68","27.82","523649.0","18.23","42.44",31689.00,27167.00,5541.00,"0.655"
3/18/2021 0:00:00,"Alabama","1390066.0","2118650.0","912663.0","10.88","28.35","533375.0","18.61","43.21",26079.00,25752.00,5252.00,"0.656"
3/19/2021 0:00:00,"Alabama","1426696.0","2141210.0","937614.0","11.16","29.1","547257.0","19.12","43.67",36630.00,25356.00,5171.00,"0.666"
3/20/2021 0:00:00,"Alabama","1460782.0","2177880.0","960539.0","11.45","29.79","561254.0","19.59","44.42",34086.00,24649.00,5027.00,"0.671"
3/21/2021 0:00:00,"Alabama","1472666.0","2177880.0","968459.0","11.56","30.03","566632.0","19.75","44.42",11884.00,24865.00,5071.00,"0.676"
3/22/2021 0:00:00,"Alabama","1479271.0","2177880.0","972986.0","11.61","30.17","569127.0","19.84","44.42",6605.00,24693.00,5036.00,"0.679"
3/23/2021 0:00:00,"Alabama","1509445.0","2275030.0","994253.0","11.82","30.78","579598.0","20.28","46.4",30174.00,25307.00,5161.00,"0.663"
3/24/2021 0:00:00,"Alabama","1542416.0","2403720.0","1019858.0","12.03","31.46","589979.0","20.8","49.02",32971.00,25490.00,5199.00,"0.642"
3/25/2021 0:00:00,"Alabama","1579091.0","2459980.0","1048838.0","12.25","32.21","600666.0","21.39","50.17",36675.00,27004.00,5507.00,"0.642"
3/26/2021 0:00:00,"Alabama","1611404.0","2497410.0","1072623.0","12.48","32.86","611694.0","21.88","50.93",32313.00,26387.00,5382.00,"0.645"
3/27/2021 0:00:00,"Alabama","1645858.0","2535880.0","1098597.0","12.71","33.57","623385.0","22.41","51.72",34454.00,26439.00,5392.00,"0.649"
3/28/2021 0:00:00,"Alabama","1659102.0","2537050.0","1108253.0","12.82","33.84","628500.0","22.6","51.74",13244.00,26634.00,5432.00,"0.654"
3/29/2021 0:00:00,"Alabama","1666585.0","2537050.0","1113924.0","12.88","33.99","631388.0","22.72","51.74",7483.00,26759.00,5457.00,"0.657"
3/30/2021 0:00:00,"Alabama","1697641.0","2722700.0","1134739.0","13.12","34.62","643450.0","23.14","55.53",31056.00,26885.00,5483.00,"0.624"
3/31/2021 0:00:00,"Alabama","1728736.0","2796630.0","1155139.0","13.4","35.26","656899.0","23.56","57.04",31095.00,26617.00,5429.00,"0.618"
4/1/2021 0:00:00,"Alabama","1771979.0","2839540.0","1184284.0","13.74","36.14","673773.0","24.15","57.91",43243.00,27555.00,5620.00,"0.624"
4/2/2021 0:00:00,"Alabama","1813462.0","2872410.0","1211424.0","14.09","36.99","691082.0","24.71","58.58",41483.00,28865.00,5887.00,"0.631"
4/3/2021 0:00:00,"Alabama","1847243.0","2891780.0","1234131.0","14.38","37.67","705197.0","25.17","58.98",33781.00,28769.00,5867.00,"0.639"
4/4/2021 0:00:00,"Alabama","1858833.0","2892950.0","1242706.0","14.48","37.91","709849.0","25.34","59.0",11590.00,28533.00,5819.00,"0.643"
4/5/2021 0:00:00,"Alabama","1864857.0","2892950.0","1248029.0","14.51","38.03","711596.0","25.45","59.0",6024.00,28325.00,5777.00,"0.645"
4/6/2021 0:00:00,"Alabama","1896920.0","3106870.0","1267859.0","14.79","38.69","725270.0","25.86","63.36",32063.00,28468.00,5806.00,"0.611"
4/7/2021 0:00:00,"Alabama","1935221.0","3149910.0","1291487.0","15.19","39.47","744961.0","26.34","64.24",38301.00,29498.00,6016.00,"0.614"
4/8/2021 0:00:00,"Alabama","1976344.0","3170520.0","1317995.0","15.59","40.31","764450.0","26.88","64.66",41123.00,29195.00,5954.00,"0.623"
4/9/2021 0:00:00,"Alabama","2021334.0","3248260.0","1344658.0","16.08","41.22","788325.0","27.42","66.25",44990.00,29696.00,6056.00,"0.622"
4/10/2021 0:00:00,"Alabama","2065327.0","3278980.0","1371201.0","16.55","42.12","811323.0","27.97","66.87",43993.00,31155.00,6354.00,"0.63"
4/11/2021 0:00:00,"Alabama","2082605.0","3278980.0","1382951.0","16.71","42.47","819550.0","28.21","66.87",17278.00,31967.00,6520.00,"0.635"
4/12/2021 0:00:00,"Alabama","2092489.0","3278980.0","1389598.0","16.81","42.68","824052.0","28.34","66.87",9884.00,32519.00,6632.00,"0.638"
4/13/2021 0:00:00,"Alabama","2127317.0","3358930.0","1407463.0","17.22","43.39","844353.0","28.71","68.51",34828.00,32914.00,6713.00,"0.633"
4/14/2021 0:00:00,"Alabama","2168891.0","3493380.0","1426530.0","17.71","44.23","868550.0","29.09","71.25",41574.00,33381.00,6808.00,"0.621"
4/15/2021 0:00:00,"Alabama","2207392.0","3516420.0","1442051.0","18.21","45.02","893002.0","29.41","71.72",38501.00,33007.00,6732.00,"0.628"
4/16/2021 0:00:00,"Alabama","2245574.0","3531670.0","1459377.0","18.67","45.8","915654.0","29.76","72.03",38182.00,32034.00,6533.00,"0.636"
4/17/2021 0:00:00,"Alabama","2280686.0","3664640.0","1476162.0","19.08","46.51","935377.0","30.11","74.74",35112.00,30766.00,6275.00,"0.622"
4/18/2021 0:00:00,"Alabama","2292276.0","3664740.0","1481314.0","19.24","46.75","943129.0","30.21","74.74",11590.00,29953.00,6109.00,"0.625"
4/19/2021 0:00:00,"Alabama","2297563.0","3664740.0","1483779.0","19.3","46.86","946333.0","30.26","74.74",5287.00,29296.00,5975.00,"0.627"
4/20/2021 0:00:00,"Alabama","2327764.0","3761730.0","1494421.0","19.71","47.47","966251.0","30.48","76.72",30201.00,28635.00,5840.00,"0.619"
4/21/2021 0:00:00,"Alabama","2360527.0","3796070.0","1507116.0","20.14","48.14","987379.0","30.74","77.42",32763.00,27377.00,5584.00,"0.622"
4/22/2021 0:00:00,"Alabama","2394304.0","3825010.0","1518928.0","20.61","48.83","1010415.0","30.98","78.01",33777.00,26702.00,5446.00,"0.626"
4/23/2021 0:00:00,"Alabama","2429629.0","3898820.0","1531741.0","21.09","49.55","1033996.0","31.24","79.52",35325.00,26294.00,5363.00,"0.623"
4/24/2021 0:00:00,"Alabama","2461510.0","3960530.0","1543544.0","21.51","50.2","1054863.0","31.48","80.77",31881.00,25832.00,5268.00,"0.622"
4/25/2021 0:00:00,"Alabama","2471409.0","3960530.0","1546659.0","21.67","50.4","1062524.0","31.54","80.77",9899.00,25590.00,5219.00,"0.624"
4/26/2021 0:00:00,"Alabama","2478227.0","3960530.0","1549782.0","21.75","50.54","1066659.0","31.61","80.77",6818.00,25809.00,5264.00,"0.626"
4/27/2021 0:00:00,"Alabama","2499694.0","4009430.0","1558652.0","22.02","50.98","1079815.0","31.79","81.77",21467.00,24561.00,5009.00,"0.623"
4/28/2021 0:00:00,"Alabama","2527815.0","4033570.0","1568315.0","22.41","51.55","1098820.0","31.99","82.26",28121.00,23898.00,4874.00,"0.627"
4/29/2021 0:00:00,"Alabama","2559938.0","4042070.0","1579093.0","22.87","52.21","1121348.0","32.21","82.44",32123.00,23662.00,4826.00,"0.633"
4/30/2021 0:00:00,"Alabama","2591163.0","4088030.0","1589518.0","23.32","52.85","1143488.0","32.42","83.37",31225.00,23076.00,4706.00,"0.634"
5/1/2021 0:00:00,"Alabama","2617405.0","4130550.0","1599130.0","23.69","53.38","1161725.0","32.61","84.24",26242.00,22271.00,4542.00,"0.634"
5/2/2021 0:00:00,"Alabama","2622717.0","4130550.0","1601433.0","23.77","53.49","1165479.0","32.66","84.24",5312.00,21615.00,4408.00,"0.635"
5/3/2021 0:00:00,"Alabama","2627322.0","4130550.0","1603454.0","23.83","53.58","1168235.0","32.7","84.24",4605.00,21299.00,4344.00,"0.636"
5/4/2021 0:00:00,"Alabama","2644674.0","4145390.0","1609919.0","24.06","53.94","1179793.0","32.83","84.54",17352.00,20711.00,4224.00,"0.638"
5/5/2021 0:00:00,"Alabama","2670926.0","4187860.0","1618791.0","24.45","54.47","1199064.0","33.02","85.41",26252.00,20444.00,4170.00,"0.638"
5/6/2021 0:00:00,"Alabama","2673181.0","4225140.0","1619783.0","24.5","54.52","1201303.0","33.04","86.17",2255.00,16178.00,3299.00,"0.633"
5/7/2021 0:00:00,"Alabama","2726356.0","4241420.0","1636710.0","25.3","55.6","1240335.0","33.38","86.5",53175.00,19313.00,3939.00,"0.643"
5/8/2021 0:00:00,"Alabama","2758021.0","4277330.0","1649688.0","25.78","56.25","1263965.0","33.65","87.24",31665.00,20088.00,4097.00,"0.645"
5/9/2021 0:00:00,"Alabama","2768204.0","4277330.0","1654267.0","25.92","56.46","1270858.0","33.74","87.24",10183.00,20784.00,4239.00,"0.647"
5/10/2021 0:00:00,"Alabama","2773615.0","4277330.0","1657672.0","25.98","56.57","1273670.0","33.81","87.24",5411.00,20899.00,4262.00,"0.648"
5/11/2021 0:00:00,"Alabama","2773902.0","4295160.0","1658191.0","25.98","56.57","1273999.0","33.82","87.6",287.00,18461.00,3765.00,"0.646"
5/12/2021 0:00:00,"Alabama","2791631.0","4311320.0","1664353.0","26.24","56.94","1286565.0","33.94","87.93",17729.00,17244.00,3517.00,"0.648"
5/13/2021 0:00:00,"Alabama","2831853.0","4322400.0","1678119.0","26.81","57.76","1314534.0","34.23","88.15",40222.00,22667.00,4623.00,"0.655"
5/14/2021 0:00:00,"Alabama","2859591.0","4348790.0","1687875.0","27.21","58.32","1334176.0","34.42","88.69",27738.00,19034.00,3882.00,"0.658"
5/15/2021 0:00:00,"Alabama","2881314.0","4373130.0","1697289.0","27.49","58.76","1348023.0","34.62","89.19",21723.00,17613.00,3592.00,"0.659"
5/16/2021 0:00:00,"Alabama","2886106.0","4373130.0","1699751.0","27.55","58.86","1350643.0","34.67","89.19",4792.00,16843.00,3435.00,"0.66"
5/17/2021 0:00:00,"Alabama","2886153.0","4373130.0","1699915.0","27.55","58.86","1350830.0","34.67","89.19",47.00,16077.00,3279.00,"0.66"
5/18/2021 0:00:00,"Alabama","2905553.0","4389040.0","1709333.0","27.79","59.26","1362380.0","34.86","89.51",19400.00,18807.00,3836.00,"0.662"
5/19/2021 0:00:00,"Alabama","2906102.0","4393980.0","1709761.0","27.79","59.27","1362834.0","34.87","89.61",549.00,16353.00,3335.00,"0.661"
5/20/2021 0:00:00,"Alabama","2939161.0","4415280.0","1725694.0","28.19","59.94","1382327.0","35.2","90.05",33059.00,15330.00,3127.00,"0.666"
5/21/2021 0:00:00,"Alabama","2945488.0","4449370.0","1727437.0","28.29","60.07","1387356.0","35.23","90.74",6327.00,12271.00,2503.00,"0.662"
5/22/2021 0:00:00,"Alabama","2962661.0","4476640.0","1736645.0","28.49","60.42","1396990.0","35.42","91.3",17173.00,11621.00,2370.00,"0.662"
5/23/2021 0:00:00,"Alabama","2981931.0","4476640.0","1746820.0","28.71","60.82","1407769.0","35.63","91.3",19270.00,13689.00,2792.00,"0.666"
5/24/2021 0:00:00,"Alabama","2982081.0","4476640.0","1747012.0","28.71","60.82","1407917.0","35.63","91.3",150.00,13704.00,2795.00,"0.666"
5/25/2021 0:00:00,"Alabama","2996346.0","4484660.0","1754294.0","28.87","61.11","1415771.0","35.78","91.46",14265.00,12970.00,2645.00,"0.668"
5/26/2021 0:00:00,"Alabama","3002607.0","4501400.0","1757607.0","28.95","61.24","1419599.0","35.85","91.81",6261.00,13786.00,2812.00,"0.667"
5/27/2021 0:00:00,"Alabama","3007387.0","4520480.0","1758850.0","29.03","61.34","1423605.0","35.87","92.19",4780.00,9747.00,1988.00,"0.665"
5/28/2021 0:00:00,"Alabama","3016803.0","4523700.0","1763553.0","29.15","61.53","1429238.0","35.97","92.26",9416.00,10188.00,2078.00,"0.667"
5/29/2021 0:00:00,"Alabama","3020540.0","4578590.0","1765515.0","29.2","61.6","1431669.0","36.01","93.38",3737.00,8268.00,1686.00,"0.66"
5/30/2021 0:00:00,"Alabama","3021454.0","4578590.0","1766055.0","29.21","61.62","1432446.0","36.02","93.38",914.00,5646.00,1151.00,"0.66"
5/31/2021 0:00:00,"Alabama",,,,,,,,,411.00,5683.00,1159.00,
6/1/2021 0:00:00,"Alabama","3022276.0","4578590.0","1766784.0","29.23","61.64","1433267.0","36.03","93.38",411.00,3704.00,755.00,"0.66"
6/2/2021 0:00:00,"Alabama","3025283.0","4583270.0","1768055.0","29.27","61.7","1435324.0","36.06","93.48",3007.00,3239.00,661.00,"0.66"
6/3/2021 0:00:00,"Alabama","3025695.0","4597950.0","1768288.0","29.28","61.71","1435719.0","36.06","93.77",412.00,2615.00,533.00,"0.658"
6/4/2021 0:00:00,"Alabama","3032765.0","4606930.0","1771964.0","29.37","61.85","1440101.0","36.14","93.96",7070.00,2280.00,465.00,"0.658"
6/5/2021 0:00:00,"Alabama","3032931.0","4637330.0","1772245.0","29.37","61.86","1440289.0","36.14","94.58",166.00,1770.00,361.00,"0.654"
6/6/2021 0:00:00,"Alabama","3035058.0","4637330.0","1773379.0","29.41","61.9","1441834.0","36.17","94.58",2127.00,1943.00,396.00,"0.654"
6/7/2021 0:00:00,"Alabama","3036419.0","4637330.0","1774139.0","29.43","61.93","1442775.0","36.18","94.58",1361.00,2079.00,424.00,"0.655"
6/8/2021 0:00:00,"Alabama","3036833.0","4646130.0","1774535.0","29.43","61.94","1443230.0","36.19","94.76",414.00,2080.00,424.00,"0.654"
6/9/2021 0:00:00,"Alabama","3040485.0","4646550.0","1776278.0","29.48","62.01","1445608.0","36.23","94.77",3652.00,2172.00,443.00,"0.654"
6/10/2021 0:00:00,"Alabama","3064250.0","4648150.0","1787017.0","29.78","62.5","1460230.0","36.45","94.8",23765.00,5508.00,1123.00,"0.659"
6/11/2021 0:00:00,"Alabama","3078445.0","4658570.0","1793119.0","29.96","62.78","1468898.0","36.57","95.01",14195.00,6526.00,1331.00,"0.661"
6/12/2021 0:00:00,"Alabama","3105159.0","4678220.0","1805486.0","30.29","63.33","1485108.0","36.82","95.41",26714.00,10318.00,2104.00,"0.664"
6/13/2021 0:00:00,"Alabama","3114649.0","4678220.0","1810074.0","30.41","63.52","1490848.0","36.92","95.41",9490.00,11370.00,2319.00,"0.666"
6/14/2021 0:00:00,"Alabama","3128112.0","4678220.0","1815885.0","30.59","63.8","1499941.0","37.03","95.41",13463.00,13099.00,2672.00,"0.669"
6/15/2021 0:00:00,"Alabama","3129657.0","4686280.0","1816769.0","30.62","63.83","1501171.0","37.05","95.58",1545.00,13261.00,2705.00,"0.668"
6/16/2021 0:00:00,"Alabama","3141802.0","4692070.0","1822146.0","30.77","64.08","1508504.0","37.16","95.69",12145.00,14474.00,2952.00,"0.67"
6/17/2021 0:00:00,"Alabama","3253283.0","4726010.0","1898131.0","31.53","66.35","1546119.0","38.71","96.39",111481.00,27005.00,5508.00,"0.688"
6/18/2021 0:00:00,"Alabama","3254330.0","4734100.0","1898704.0","31.55","66.37","1546983.0","38.72","96.55",1047.00,25126.00,5124.00,"0.687"
6/19/2021 0:00:00,"Alabama","3275273.0","4758560.0","1909005.0","31.79","66.8","1558881.0","38.93","97.05",20943.00,24302.00,4956.00,"0.688"
6/20/2021 0:00:00,"Alabama","3282193.0","4758560.0","1913032.0","31.86","66.94","1562192.0","39.02","97.05",6920.00,23935.00,4882.00,"0.69"
6/21/2021 0:00:00,"Alabama","3285448.0","4758560.0","1915122.0","31.89","67.01","1563573.0","39.06","97.05",3255.00,22477.00,4584.00,"0.69"
6/22/2021 0:00:00,"Alabama","3291351.0","4759120.0","1918334.0","31.96","67.13","1566908.0","39.12","97.06",5903.00,23099.00,4711.00,"0.692"
6/23/2021 0:00:00,"Alabama","3298895.0","4767580.0","1922707.0","32.03","67.28","1570452.0","39.21","97.23",7544.00,22442.00,4577.00,"0.692"
6/24/2021 0:00:00,"Alabama","3308713.0","4769800.0","1928656.0","32.12","67.48","1574676.0","39.33","97.28",9818.00,7919.00,1615.00,"0.694"
6/25/2021 0:00:00,"Alabama","3308961.0","4783230.0","1928903.0","32.12","67.49","1574934.0","39.34","97.55",248.00,7804.00,1592.00,"0.692"
6/26/2021 0:00:00,"Alabama","3317156.0","4801760.0","1933773.0","32.2","67.65","1578780.0","39.44","97.93",8195.00,5983.00,1220.00,"0.691"
6/27/2021 0:00:00,"Alabama","3330128.0","4801760.0","1941681.0","32.31","67.92","1584456.0","39.6","97.93",12972.00,6848.00,1397.00,"0.694"
6/28/2021 0:00:00,"Alabama","3341617.0","4801760.0","1948135.0","32.43","68.15","1590001.0","39.73","97.93",11489.00,8024.00,1636.00,"0.696"
6/29/2021 0:00:00,"Alabama","3349904.0","4810050.0","1953410.0","32.51","68.32","1594040.0","39.84","98.1",8287.00,8365.00,1706.00,"0.696"
6/30/2021 0:00:00,"Alabama","3350607.0","4813050.0","1954166.0","32.52","68.34","1594625.0","39.86","98.16",703.00,7387.00,1507.00,"0.696"
7/1/2021 0:00:00,"Alabama","3365396.0","4825450.0","1962745.0","32.67","68.64","1601802.0","40.03","98.41",14789.00,8098.00,1652.00,"0.697"
7/2/2021 0:00:00,"Alabama","3365623.0","4836250.0","1962952.0","32.67","68.64","1602022.0","40.03","98.63",227.00,8095.00,1651.00,"0.696"
7/3/2021 0:00:00,"Alabama","3381996.0","4845190.0","1969834.0","32.89","68.98","1612803.0","40.17","98.82",16373.00,9263.00,1889.00,"0.698"
7/4/2021 0:00:00,"Alabama","3382042.0","4845190.0","1969971.0","32.9","68.98","1612913.0","40.18","98.82",46.00,7416.00,1512.00,"0.698"
7/5/2021 0:00:00,"Alabama",,,,,,,,,5162.00,6512.00,1328.00,
7/6/2021 0:00:00,"Alabama","3392366.0","4845190.0","1976343.0","32.99","69.19","1617584.0","40.31","98.82",5162.00,6066.00,1237.00,"0.7"
7/7/2021 0:00:00,"Alabama","3396338.0","4845190.0","1978951.0","33.03","69.27","1619647.0","40.36","98.82",3972.00,6533.00,1332.00,"0.701"
7/8/2021 0:00:00,"Alabama","3402487.0","4866130.0","1982250.0","33.1","69.39","1623114.0","40.43","99.24",6149.00,5299.00,1081.00,"0.699"
7/9/2021 0:00:00,"Alabama","3408591.0","4872940.0","1985582.0","33.17","69.52","1626323.0","40.5","99.38",6104.00,6138.00,1252.00,"0.699"
