"date","location","total_vaccinations","total_distributed","people_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_per_hundred","people_fully_vaccinated","people_vaccinated_per_hundred","distributed_per_hundred","daily_vaccinations_raw","daily_vaccinations","daily_vaccinations_per_million","share_doses_used"
5/16/2021 0:00:00,"Arizona","5598339.0","7465065.0","3177747.0","33.52","76.91","2439604.0","43.66","102.56",40248.00,32248.00,4430.00,"0.75"
5/17/2021 0:00:00,"Arizona","5618126.0","7465065.0","3188365.0","33.65","77.19","2449013.0","43.8","102.56",19787.00,29486.00,4051.00,"0.753"
5/18/2021 0:00:00,"Arizona","5635242.0","7469565.0","3197814.0","33.76","77.42","2457180.0","43.93","102.62",17116.00,26387.00,3625.00,"0.754"
5/19/2021 0:00:00,"Arizona","5663654.0","7538145.0","3212922.0","33.94","77.81","2470567.0","44.14","103.56",28412.00,27498.00,3778.00,"0.751"
5/20/2021 0:00:00,"Arizona","5687093.0","7577625.0","3225461.0","34.1","78.13","2482237.0","44.31","104.11",23439.00,27137.00,3728.00,"0.751"
5/21/2021 0:00:00,"Arizona","5718183.0","7627825.0","3240593.0","34.33","78.56","2498817.0","44.52","104.8",31090.00,28112.00,3862.00,"0.75"
5/22/2021 0:00:00,"Arizona","5764271.0","7678675.0","3264181.0","34.65","79.19","2522197.0","44.85","105.49",46088.00,29454.00,4047.00,"0.751"
5/23/2021 0:00:00,"Arizona","5801149.0","7678675.0","3283433.0","34.91","79.7","2540723.0","45.11","105.49",36878.00,28973.00,3981.00,"0.755"
5/24/2021 0:00:00,"Arizona","5829205.0","7678675.0","3297376.0","35.1","80.09","2554973.0","45.3","105.49",28056.00,30154.00,4143.00,"0.759"
5/25/2021 0:00:00,"Arizona","5841059.0","7692985.0","3304861.0","35.17","80.25","2559836.0","45.4","105.69",11854.00,29402.00,4039.00,"0.759"
5/26/2021 0:00:00,"Arizona","5856464.0","7702125.0","3313198.0","35.28","80.46","2567678.0","45.52","105.82",15405.00,27544.00,3784.00,"0.76"
5/27/2021 0:00:00,"Arizona","5879403.0","7726825.0","3325305.0","35.44","80.78","2579485.0","45.69","106.16",22939.00,27473.00,3774.00,"0.761"
5/28/2021 0:00:00,"Arizona","5906194.0","7761545.0","3339450.0","35.62","81.14","2592689.0","45.88","106.63",26791.00,26859.00,3690.00,"0.761"
5/29/2021 0:00:00,"Arizona","5929316.0","7807315.0","3351394.0","35.78","81.46","2604505.0","46.04","107.26",23122.00,23578.00,3239.00,"0.759"
5/30/2021 0:00:00,"Arizona","5952458.0","7807315.0","3363587.0","35.94","81.78","2616218.0","46.21","107.26",23142.00,21616.00,2970.00,"0.762"
5/31/2021 0:00:00,"Arizona",,,,,,,,,12104.00,19337.00,2657.00,
6/1/2021 0:00:00,"Arizona","5976666.0","7807315.0","3376964.0","36.11","82.11","2628096.0","46.4","107.26",12104.00,19372.00,2661.00,"0.766"
6/2/2021 0:00:00,"Arizona","5983627.0","7816675.0","3380842.0","36.15","82.21","2631433.0","46.45","107.39",6961.00,18166.00,2496.00,"0.765"
6/3/2021 0:00:00,"Arizona","5997066.0","7840635.0","3387142.0","36.26","82.39","2638935.0","46.53","107.72",13439.00,16809.00,2309.00,"0.765"
6/4/2021 0:00:00,"Arizona","6015930.0","7855035.0","3396807.0","36.39","82.65","2648659.0","46.67","107.92",18864.00,15677.00,2154.00,"0.766"
6/5/2021 0:00:00,"Arizona","6043146.0","7893465.0","3411332.0","36.57","83.02","2662008.0","46.87","108.45",27216.00,16261.00,2234.00,"0.766"
6/6/2021 0:00:00,"Arizona","6067368.0","7893465.0","3422113.0","36.76","83.36","2675911.0","47.02","108.45",24222.00,16416.00,2255.00,"0.769"
6/7/2021 0:00:00,"Arizona","6090510.0","7893465.0","3432146.0","36.95","83.68","2689635.0","47.15","108.45",23142.00,17993.00,2472.00,"0.772"
6/8/2021 0:00:00,"Arizona","6104303.0","7903095.0","3438501.0","37.06","83.87","2697379.0","47.24","108.58",13793.00,18234.00,2505.00,"0.772"
6/9/2021 0:00:00,"Arizona","6121904.0","7904465.0","3445342.0","37.21","84.11","2708157.0","47.33","108.6",17601.00,19754.00,2714.00,"0.774"
6/10/2021 0:00:00,"Arizona","6122967.0","7905885.0","3445917.0","37.22","84.12","2709020.0","47.34","108.62",1063.00,17986.00,2471.00,"0.774"
6/11/2021 0:00:00,"Arizona","6150227.0","7914445.0","3458651.0","37.42","84.5","2723480.0","47.52","108.73",27260.00,19185.00,2636.00,"0.777"
6/12/2021 0:00:00,"Arizona","6183095.0","7938645.0","3472644.0","37.68","84.95","2742773.0","47.71","109.07",32868.00,19993.00,2747.00,"0.779"
6/13/2021 0:00:00,"Arizona","6202357.0","7938645.0","3480815.0","37.84","85.21","2754164.0","47.82","109.07",19262.00,19284.00,2649.00,"0.781"
6/14/2021 0:00:00,"Arizona","6221202.0","7938645.0","3489208.0","37.99","85.47","2765408.0","47.94","109.07",18845.00,18670.00,2565.00,"0.784"
6/15/2021 0:00:00,"Arizona","6236785.0","7946275.0","3495144.0","38.13","85.69","2775508.0","48.02","109.17",15583.00,18926.00,2600.00,"0.785"
6/16/2021 0:00:00,"Arizona","6237009.0","7951295.0","3495529.0","38.14","85.69","2775927.0","48.02","109.24",224.00,16444.00,2259.00,"0.784"
6/17/2021 0:00:00,"Arizona","6292764.0","7966240.0","3518666.0","38.59","86.45","2808680.0","48.34","109.45",55755.00,24257.00,3333.00,"0.79"
6/18/2021 0:00:00,"Arizona","6311129.0","7995520.0","3526830.0","38.73","86.71","2819329.0","48.45","109.85",18365.00,22986.00,3158.00,"0.789"
6/19/2021 0:00:00,"Arizona","6331444.0","8021020.0","3536550.0","38.88","86.99","2830089.0","48.59","110.2",20315.00,21193.00,2912.00,"0.789"
6/20/2021 0:00:00,"Arizona","6347146.0","8021020.0","3543792.0","39.0","87.2","2839049.0","48.69","110.2",15702.00,20684.00,2842.00,"0.791"
6/21/2021 0:00:00,"Arizona","6347847.0","8021020.0","3544231.0","39.01","87.21","2839623.0","48.69","110.2",701.00,18092.00,2486.00,"0.791"
6/22/2021 0:00:00,"Arizona","6370509.0","8027030.0","3554332.0","39.19","87.52","2852375.0","48.83","110.28",22662.00,19103.00,2625.00,"0.794"
6/23/2021 0:00:00,"Arizona","6381113.0","8032030.0","3559571.0","39.27","87.67","2858120.0","48.9","110.35",10604.00,20586.00,2828.00,"0.794"
6/24/2021 0:00:00,"Arizona","6394880.0","8041530.0","3567569.0","39.36","87.86","2865109.0","49.01","110.48",13767.00,14588.00,2004.00,"0.795"
6/25/2021 0:00:00,"Arizona","6410375.0","8071900.0","3574736.0","39.49","88.07","2874155.0","49.11","110.9",15495.00,14178.00,1948.00,"0.794"
6/26/2021 0:00:00,"Arizona","6427731.0","8094410.0","3581918.0","39.63","88.31","2884799.0","49.21","111.21",17356.00,13755.00,1890.00,"0.794"
6/27/2021 0:00:00,"Arizona","6449374.0","8094410.0","3589792.0","39.83","88.61","2899098.0","49.32","111.21",21643.00,14604.00,2006.00,"0.797"
6/28/2021 0:00:00,"Arizona","6478654.0","8094410.0","3598714.0","40.1","89.01","2918776.0","49.44","111.21",29280.00,18687.00,2567.00,"0.8"
6/29/2021 0:00:00,"Arizona","6485370.0","8110360.0","3601676.0","40.16","89.1","2922840.0","49.48","111.43",6716.00,16409.00,2254.00,"0.8"
6/30/2021 0:00:00,"Arizona","6496635.0","8111060.0","3607576.0","40.24","89.26","2929104.0","49.56","111.44",11265.00,16503.00,2267.00,"0.801"
7/1/2021 0:00:00,"Arizona","6768593.0","8117300.0","3677400.0","43.14","92.99","3140316.0","50.52","111.52",271958.00,53388.00,7335.00,"0.834"
7/2/2021 0:00:00,"Arizona","6781580.0","8129700.0","3683827.0","43.25","93.17","3147844.0","50.61","111.69",12987.00,53029.00,7285.00,"0.834"
7/3/2021 0:00:00,"Arizona","6795043.0","8141580.0","3691058.0","43.35","93.35","3155675.0","50.71","111.85",13463.00,52473.00,7209.00,"0.835"
7/4/2021 0:00:00,"Arizona","6814338.0","8141580.0","3701295.0","43.5","93.62","3166283.0","50.85","111.85",19295.00,52138.00,7163.00,"0.837"
7/5/2021 0:00:00,"Arizona",,,,,,,,,5938.50,48803.00,6705.00,
7/6/2021 0:00:00,"Arizona","6826215.0","8141580.0","3707397.0","43.58","93.78","3172380.0","50.93","111.85",5938.50,48692.00,6690.00,"0.838"
7/7/2021 0:00:00,"Arizona","6830858.0","8141580.0","3709771.0","43.62","93.85","3174885.0","50.97","111.85",4643.00,47746.00,6560.00,"0.839"
7/8/2021 0:00:00,"Arizona","6842949.0","8195000.0","3715441.0","43.71","94.01","3181391.0","51.05","112.59",12091.00,10622.00,1459.00,"0.835"
7/9/2021 0:00:00,"Arizona","6856821.0","8212750.0","3721733.0","43.81","94.2","3188969.0","51.13","112.83",13872.00,10749.00,1477.00,"0.835"
7/10/2021 0:00:00,"Arizona","6870625.0","8243660.0","3728161.0","43.91","94.39","3196388.0","51.22","113.26",13804.00,10797.00,1483.00,"0.833"
7/11/2021 0:00:00,"Arizona","6883472.0","8243660.0","3734606.0","44.01","94.57","3203256.0","51.31","113.26",12847.00,9876.00,1357.00,"0.835"
7/12/2021 0:00:00,"Arizona","6892308.0","8243660.0","3739001.0","44.07","94.69","3208025.0","51.37","113.26",8836.00,10290.00,1414.00,"0.836"
7/13/2021 0:00:00,"Arizona","6898130.0","8246730.0","3742271.0","44.12","94.77","3211118.0","51.41","113.3",5822.00,10274.00,1412.00,"0.836"
7/14/2021 0:00:00,"Arizona","6907835.0","8254080.0","3746711.0","44.19","94.9","3216251.0","51.47","113.4",9705.00,10997.00,1511.00,"0.837"
7/15/2021 0:00:00,"Arizona","6918832.0","8277360.0","3752339.0","44.26","95.06","3221874.0","51.55","113.72",10997.00,10840.00,1489.00,"0.836"
7/16/2021 0:00:00,"Arizona","6930887.0","8298080.0","3758455.0","44.35","95.22","3228012.0","51.64","114.0",12055.00,10581.00,1454.00,"0.835"
7/17/2021 0:00:00,"Arizona","6942123.0","8321190.0","3764742.0","44.42","95.38","3233494.0","51.72","114.32",11236.00,10214.00,1403.00,"0.834"
7/18/2021 0:00:00,"Arizona","6953781.0","8321090.0","3771082.0","44.5","95.54","3239067.0","51.81","114.32",11658.00,10044.00,1380.00,"0.836"
7/19/2021 0:00:00,"Arizona","6961423.0","8320990.0","3775565.0","44.55","95.64","3242582.0","51.87","114.32",7642.00,9874.00,1357.00,"0.837"
7/20/2021 0:00:00,"Arizona","6966636.0","8322660.0","3778555.0","44.58","95.71","3245176.0","51.91","114.34",5213.00,9787.00,1345.00,"0.837"
7/21/2021 0:00:00,"Arizona","6976583.0","8336240.0","3784173.0","44.64","95.85","3249256.0","51.99","114.53",9947.00,9821.00,1349.00,"0.837"
7/22/2021 0:00:00,"Arizona","6988716.0","8355310.0","3791136.0","44.71","96.02","3254456.0","52.09","114.79",12133.00,9983.00,1372.00,"0.836"
7/23/2021 0:00:00,"Arizona","7001414.0","8399110.0","3798435.0","44.78","96.19","3259542.0","52.19","115.39",12698.00,10075.00,1384.00,"0.834"
7/24/2021 0:00:00,"Arizona","7013800.0","8426600.0","3805849.0","44.85","96.36","3264446.0","52.29","115.77",12386.00,10240.00,1407.00,"0.832"
7/25/2021 0:00:00,"Arizona","7026434.0","8426880.0","3813660.0","44.92","96.53","3269265.0","52.39","115.77",12634.00,10379.00,1426.00,"0.834"
7/26/2021 0:00:00,"Arizona","7038803.0","8426880.0","3821791.0","44.97","96.7","3273451.0","52.51","115.77",12369.00,11054.00,1519.00,"0.835"
7/27/2021 0:00:00,"Arizona","7046449.0","8438340.0","3827054.0","45.01","96.81","3275902.0","52.58","115.93",7646.00,11402.00,1566.00,"0.835"
7/28/2021 0:00:00,"Arizona","7057355.0","8446190.0","3834491.0","45.05","96.96","3279400.0","52.68","116.04",10906.00,11539.00,1585.00,"0.836"
7/29/2021 0:00:00,"Arizona","7068316.0","8513250.0","3841746.0","45.11","97.11","3283173.0","52.78","116.96",10961.00,11371.00,1562.00,"0.83"
7/30/2021 0:00:00,"Arizona","7085856.0","8540830.0","3853257.0","45.19","97.35","3289110.0","52.94","117.34",17540.00,12063.00,1657.00,"0.83"
7/31/2021 0:00:00,"Arizona","7099611.0","8577780.0","3862065.0","45.26","97.54","3294048.0","53.06","117.85",13755.00,12259.00,1684.00,"0.828"
8/1/2021 0:00:00,"Arizona","7113311.0","8577780.0","3871294.0","45.32","97.73","3298893.0","53.19","117.85",13700.00,12411.00,1705.00,"0.829"
8/2/2021 0:00:00,"Arizona","7113423.0","8577780.0","3871584.0","45.32","97.73","3299000.0","53.19","117.85",112.00,10660.00,1465.00,"0.829"
8/3/2021 0:00:00,"Arizona","7133606.0","8586430.0","3884930.0","45.41","98.01","3305583.0","53.37","117.97",20183.00,12451.00,1711.00,"0.831"
8/4/2021 0:00:00,"Arizona","7146081.0","8598140.0","3893533.0","45.47","98.18","3309350.0","53.49","118.13",12475.00,12675.00,1741.00,"0.831"
8/5/2021 0:00:00,"Arizona","7160555.0","8629370.0","3903168.0","45.54","98.38","3314379.0","53.62","118.56",14474.00,13177.00,1810.00,"0.83"
8/6/2021 0:00:00,"Arizona","7182354.0","8685220.0","3916686.0","45.64","98.68","3322203.0","53.81","119.32",21799.00,13785.00,1894.00,"0.827"
8/7/2021 0:00:00,"Arizona","7196555.0","8724550.0","3926057.0","45.71","98.87","3327357.0","53.94","119.86",14201.00,13849.00,1903.00,"0.825"
8/8/2021 0:00:00,"Arizona","7209235.0","8724410.0","3934473.0","45.78","99.05","3332161.0","54.05","119.86",12680.00,13703.00,1883.00,"0.826"
8/9/2021 0:00:00,"Arizona","7225116.0","8724210.0","3944780.0","45.85","99.26","3337543.0","54.2","119.86",15881.00,15956.00,2192.00,"0.828"
8/10/2021 0:00:00,"Arizona","7233060.0","8735630.0","3950148.0","45.89","99.37","3340305.0","54.27","120.02",7944.00,14208.00,1952.00,"0.828"
8/11/2021 0:00:00,"Arizona","7243338.0","8747550.0","3956517.0","45.95","99.51","3344365.0","54.36","120.18",10278.00,13894.00,1909.00,"0.828"
8/12/2021 0:00:00,"Arizona","7253931.0","8795540.0","3962971.0","46.01","99.66","3348704.0","54.45","120.84",10593.00,13339.00,1833.00,"0.825"
1/12/2021 0:00:00,"Arkansas","40879.0","274400.0","39357.0","0.0","1.35","8.0","1.3","9.09",,,,"0.149"
1/13/2021 0:00:00,"Arkansas","94854.0","297800.0","80458.0","0.43","3.14","12849.0","2.67","9.87",53975.00,53975.00,17886.00,"0.319"
1/14/2021 0:00:00,"Arkansas","108316.0","297800.0","90339.0",,"3.59",,"2.99","9.87",13462.00,33718.00,11173.00,"0.364"
1/15/2021 0:00:00,"Arkansas","118338.0","297800.0","97829.0","0.62","3.92","18781.0","3.24","9.87",10022.00,25820.00,8556.00,"0.397"
1/16/2021 0:00:00,"Arkansas",,,,,,,,,5999.75,20865.00,6914.00,
1/17/2021 0:00:00,"Arkansas",,,,,,,,,5999.75,17892.00,5929.00,
1/18/2021 0:00:00,"Arkansas",,,,,,,,,5999.75,15910.00,5272.00,
1/19/2021 0:00:00,"Arkansas","142337.0","297800.0","118763.0","0.72","4.72","21734.0","3.94","9.87",5999.75,14494.00,4803.00,"0.478"
1/20/2021 0:00:00,"Arkansas","173312.0","334825.0","144792.0","0.88","5.74","26541.0","4.8","11.09",30975.00,11208.00,3714.00,"0.518"
1/21/2021 0:00:00,"Arkansas","173312.0","361550.0","144792.0","0.88","5.74","26541.0","4.8","11.98",0.00,9285.00,3077.00,"0.479"
1/22/2021 0:00:00,"Arkansas","201676.0","362050.0","167788.0","1.05","6.68","31600.0","5.56","12.0",28364.00,11905.00,3945.00,"0.557"
1/23/2021 0:00:00,"Arkansas","201676.0","368650.0","167788.0","1.05","6.68","31600.0","5.56","12.22",0.00,11048.00,3661.00,"0.547"
1/24/2021 0:00:00,"Arkansas","214240.0","368650.0","179290.0","1.08","7.1","32572.0","5.94","12.22",12564.00,11986.00,3972.00,"0.581"
1/25/2021 0:00:00,"Arkansas","221095.0","368650.0","185546.0","1.1","7.33","33159.0","6.15","12.22",6855.00,12108.00,4012.00,"0.6"
1/26/2021 0:00:00,"Arkansas","236290.0","394775.0","196815.0","1.23","7.83","37055.0","6.52","13.08",15195.00,13422.00,4448.00,"0.599"
1/27/2021 0:00:00,"Arkansas","252824.0","406175.0","209445.0","1.36","8.38","40910.0","6.94","13.46",16534.00,11359.00,3764.00,"0.622"
1/28/2021 0:00:00,"Arkansas","252824.0","453300.0","209445.0","1.36","8.38","40910.0","6.94","15.02",0.00,11359.00,3764.00,"0.558"
1/29/2021 0:00:00,"Arkansas","269993.0","453500.0","221552.0","1.52","8.95","45918.0","7.34","15.03",17169.00,9760.00,3234.00,"0.595"
1/30/2021 0:00:00,"Arkansas","288651.0","453700.0","233935.0","1.73","9.56","52118.0","7.75","15.03",18658.00,12425.00,4117.00,"0.636"
1/31/2021 0:00:00,"Arkansas","303793.0","453700.0","244867.0","1.86","10.07","56264.0","8.11","15.03",15142.00,12793.00,4239.00,"0.67"
2/1/2021 0:00:00,"Arkansas","311230.0","453700.0","249943.0","1.94","10.31","58613.0","8.28","15.03",7437.00,12876.00,4267.00,"0.686"
2/2/2021 0:00:00,"Arkansas","314470.0","467800.0","251841.0","1.98","10.42","59903.0","8.35","15.5",3240.00,11169.00,3701.00,"0.672"
2/3/2021 0:00:00,"Arkansas","322447.0","499325.0","256307.0","2.1","10.68","63356.0","8.49","16.55",7977.00,9946.00,3296.00,"0.646"
2/4/2021 0:00:00,"Arkansas","338227.0","516925.0","266563.0","2.28","11.21","68778.0","8.83","17.13",15780.00,12200.00,4043.00,"0.654"
2/5/2021 0:00:00,"Arkansas","351175.0","535550.0","274459.0","2.45","11.64","73810.0","9.09","17.75",12948.00,11597.00,3843.00,"0.656"
2/6/2021 0:00:00,"Arkansas","374674.0","540050.0","290153.0","2.7","12.42","81564.0","9.61","17.9",23499.00,12289.00,4072.00,"0.694"
2/7/2021 0:00:00,"Arkansas","393445.0","540050.0","300139.0","2.99","13.04","90308.0","9.95","17.9",18771.00,12807.00,4244.00,"0.729"
2/8/2021 0:00:00,"Arkansas","401664.0","540050.0","304604.0","3.12","13.31","94058.0","10.09","17.9",8219.00,12919.00,4281.00,"0.744"
2/9/2021 0:00:00,"Arkansas","404127.0","580775.0","305917.0","3.15","13.39","95202.0","10.14","19.24",2463.00,12808.00,4244.00,"0.696"
2/10/2021 0:00:00,"Arkansas","418054.0","581875.0","311339.0","3.44","13.85","103669.0","10.32","19.28",13927.00,13658.00,4526.00,"0.718"
2/11/2021 0:00:00,"Arkansas","430803.0","593775.0","316972.0","3.67","14.28","110751.0","10.5","19.68",12749.00,13225.00,4382.00,"0.726"
2/12/2021 0:00:00,"Arkansas","447146.0","629900.0","325562.0","3.93","14.82","118465.0","10.79","20.87",16343.00,13710.00,4543.00,"0.71"
2/13/2021 0:00:00,"Arkansas","457386.0","630700.0","330146.0","4.11","15.16","124040.0","10.94","20.9",10240.00,11816.00,3915.00,"0.725"
2/14/2021 0:00:00,"Arkansas","472536.0","630700.0","338611.0","4.33","15.66","130637.0","11.22","20.9",15150.00,11299.00,3744.00,"0.749"
2/15/2021 0:00:00,"Arkansas",,,,,,,,,5451.00,10903.00,3613.00,
2/16/2021 0:00:00,"Arkansas","483438.0","631675.0","343637.0","4.52","16.02","136415.0","11.39","20.93",5451.00,11330.00,3754.00,"0.765"
2/17/2021 0:00:00,"Arkansas","486949.0","649225.0","345271.0","4.58","16.14","138254.0","11.44","21.51",3511.00,9842.00,3261.00,"0.75"
2/18/2021 0:00:00,"Arkansas","490737.0","664225.0","346623.0","4.66","16.26","140662.0","11.49","22.01",3788.00,8562.00,2837.00,"0.739"
2/19/2021 0:00:00,"Arkansas","517271.0","691525.0","362972.0","5.0","17.14","150812.0","12.03","22.91",26534.00,10018.00,3320.00,"0.748"
2/20/2021 0:00:00,"Arkansas","520904.0","691525.0","364735.0","5.06","17.26","152675.0","12.09","22.91",3633.00,9074.00,3007.00,"0.753"
2/21/2021 0:00:00,"Arkansas","528467.0","691525.0","367436.0","5.22","17.51","157511.0","12.18","22.91",7563.00,7990.00,2648.00,"0.764"
2/22/2021 0:00:00,"Arkansas","535413.0","691525.0","371148.0","5.36","17.74","161660.0","12.3","22.91",6946.00,8204.00,2719.00,"0.774"
2/23/2021 0:00:00,"Arkansas","540192.0","794230.0","373476.0","5.44","17.9","164064.0","12.38","26.32",4779.00,8108.00,2687.00,"0.68"
2/24/2021 0:00:00,"Arkansas","554466.0","816730.0","378928.0","5.73","18.37","172834.0","12.56","27.06",14274.00,9645.00,3196.00,"0.679"
2/25/2021 0:00:00,"Arkansas","572553.0","826130.0","385351.0","6.12","18.97","184592.0","12.77","27.38",18087.00,11688.00,3873.00,"0.693"
2/26/2021 0:00:00,"Arkansas","597990.0","861230.0","394906.0","6.64","19.82","200532.0","13.09","28.54",25437.00,11531.00,3821.00,"0.694"
2/27/2021 0:00:00,"Arkansas","622665.0","892660.0","405877.0","7.1","20.63","214402.0","13.45","29.58",24675.00,14537.00,4817.00,"0.698"
2/28/2021 0:00:00,"Arkansas","649311.0","892660.0","419502.0","7.54","21.52","227450.0","13.9","29.58",26646.00,17263.00,5720.00,"0.727"
3/1/2021 0:00:00,"Arkansas","661572.0","892660.0","425567.0","7.74","21.92","233685.0","14.1","29.58",12261.00,18023.00,5972.00,"0.741"
3/2/2021 0:00:00,"Arkansas","670815.0","963040.0","431866.0","7.84","22.23","236706.0","14.31","31.91",9243.00,18660.00,6183.00,"0.697"
3/3/2021 0:00:00,"Arkansas","687433.0","964840.0","442371.0","8.05","22.78","242999.0","14.66","31.97",16618.00,18995.00,6294.00,"0.712"
3/4/2021 0:00:00,"Arkansas","704368.0","990640.0","452615.0","8.28","23.34","249956.0","15.0","32.83",16935.00,18831.00,6240.00,"0.711"
3/5/2021 0:00:00,"Arkansas","723756.0","1064920.0","464641.0","8.53","23.98","257367.0","15.4","35.29",19388.00,17967.00,5954.00,"0.68"
3/6/2021 0:00:00,"Arkansas","744139.0","1088150.0","477127.0","8.79","24.66","265226.0","15.81","36.06",20383.00,17353.00,5750.00,"0.684"
3/7/2021 0:00:00,"Arkansas","765260.0","1088150.0","489149.0","9.09","25.36","274376.0","16.21","36.06",21121.00,16564.00,5489.00,"0.703"
3/8/2021 0:00:00,"Arkansas","773357.0","1088150.0","494761.0","9.19","25.63","277217.0","16.39","36.06",8097.00,15969.00,5292.00,"0.711"
3/9/2021 0:00:00,"Arkansas","782750.0","1158630.0","501653.0","9.27","25.94","279815.0","16.62","38.39",9393.00,15991.00,5299.00,"0.676"
3/10/2021 0:00:00,"Arkansas","799184.0","1162330.0","513591.0","9.45","26.48","285284.0","17.02","38.52",16434.00,15964.00,5290.00,"0.688"
3/11/2021 0:00:00,"Arkansas","800091.0","1209300.0","514556.0","9.47","26.51","285811.0","17.05","40.07",907.00,13675.00,4531.00,"0.662"
3/12/2021 0:00:00,"Arkansas","836608.0","1222370.0","541936.0","9.85","27.72","297193.0","17.96","40.51",36517.00,16122.00,5342.00,"0.684"
3/13/2021 0:00:00,"Arkansas","882630.0","1251620.0","579022.0","10.27","29.25","309784.0","19.19","41.47",46022.00,19784.00,6556.00,"0.705"
3/14/2021 0:00:00,"Arkansas","882630.0","1251620.0","579157.0","10.27","29.25","309827.0","19.19","41.47",0.00,16767.00,5556.00,"0.705"
3/15/2021 0:00:00,"Arkansas","892588.0","1251620.0","586266.0","10.38","29.58","313372.0","19.43","41.47",9958.00,17033.00,5644.00,"0.713"
3/16/2021 0:00:00,"Arkansas","897059.0","1332600.0","589436.0","10.44","29.73","314915.0","19.53","44.16",4471.00,16330.00,5411.00,"0.673"
3/17/2021 0:00:00,"Arkansas","912660.0","1336570.0","602085.0","10.58","30.24","319158.0","19.95","44.29",15601.00,16211.00,5372.00,"0.683"
3/18/2021 0:00:00,"Arkansas","929862.0","1359410.0","615670.0","10.75","30.81","324554.0","20.4","45.05",17202.00,18539.00,6143.00,"0.684"
3/19/2021 0:00:00,"Arkansas","952919.0","1407320.0","635565.0","10.96","31.58","330804.0","21.06","46.63",23057.00,16616.00,5506.00,"0.677"
3/20/2021 0:00:00,"Arkansas","974973.0","1466950.0","653550.0","11.13","32.31","335958.0","21.66","48.61",22054.00,13192.00,4371.00,"0.665"
3/21/2021 0:00:00,"Arkansas","999488.0","1466950.0","670894.0","11.43","33.12","345022.0","22.23","48.61",24515.00,16694.00,5532.00,"0.681"
3/22/2021 0:00:00,"Arkansas","1008575.0","1466950.0","677806.0","11.55","33.42","348589.0","22.46","48.61",9087.00,16570.00,5491.00,"0.688"
3/23/2021 0:00:00,"Arkansas","1012415.0","1535620.0","680549.0","11.6","33.55","349951.0","22.55","50.89",3840.00,16479.00,5461.00,"0.659"
3/24/2021 0:00:00,"Arkansas","1032499.0","1537720.0","694124.0","11.84","34.21","357343.0","23.0","50.95",20084.00,17120.00,5673.00,"0.671"
3/25/2021 0:00:00,"Arkansas","1056307.0","1576060.0","710494.0","12.15","35.0","366664.0","23.54","52.23",23808.00,18064.00,5986.00,"0.67"
3/26/2021 0:00:00,"Arkansas","1086176.0","1608210.0","730820.0","12.47","35.99","376230.0","24.22","53.29",29869.00,19037.00,6308.00,"0.675"
3/27/2021 0:00:00,"Arkansas","1114449.0","1662850.0","747412.0","12.88","36.93","388657.0","24.77","55.1",28273.00,19925.00,6602.00,"0.67"
3/28/2021 0:00:00,"Arkansas","1143893.0","1662850.0","763783.0","13.37","37.9","403398.0","25.31","55.1",29444.00,20629.00,6836.00,"0.688"
3/29/2021 0:00:00,"Arkansas","1153739.0","1662850.0","769106.0","13.51","38.23","407828.0","25.49","55.1",9846.00,20738.00,6872.00,"0.694"
3/30/2021 0:00:00,"Arkansas","1159108.0","1744560.0","772457.0","13.59","38.41","410003.0","25.6","57.81",5369.00,20956.00,6944.00,"0.664"
3/31/2021 0:00:00,"Arkansas","1183295.0","1763540.0","788277.0","13.9","39.21","419462.0","26.12","58.44",24187.00,21542.00,7138.00,"0.671"
4/1/2021 0:00:00,"Arkansas","1209965.0","1814280.0","803744.0","14.34","40.09","432735.0","26.63","60.12",26670.00,21951.00,7274.00,"0.667"
4/2/2021 0:00:00,"Arkansas","1244076.0","1838220.0","822604.0","14.9","41.22","449549.0","27.26","60.91",34111.00,22557.00,7475.00,"0.677"
4/3/2021 0:00:00,"Arkansas","1305535.0","1908100.0","855314.0","15.94","43.26","481056.0","28.34","63.23",61459.00,27298.00,9046.00,"0.684"
4/4/2021 0:00:00,"Arkansas","1306811.0","1908100.0","856162.0","15.97","43.3","482062.0","28.37","63.23",1276.00,23274.00,7712.00,"0.685"
4/5/2021 0:00:00,"Arkansas","1316063.0","1908100.0","861082.0","16.15","43.61","487363.0","28.53","63.23",9252.00,23189.00,7684.00,"0.69"
4/6/2021 0:00:00,"Arkansas","1325141.0","1977830.0","867707.0","16.22","43.91","489479.0","28.75","65.54",9078.00,23719.00,7860.00,"0.67"
4/7/2021 0:00:00,"Arkansas","1351223.0","2024830.0","881099.0","16.68","44.78","503310.0","29.2","67.1",26082.00,23990.00,7949.00,"0.667"
4/8/2021 0:00:00,"Arkansas","1379591.0","2035230.0","897978.0","17.19","45.72","518824.0","29.76","67.44",28368.00,24232.00,8030.00,"0.678"
4/9/2021 0:00:00,"Arkansas","1405741.0","2121930.0","911997.0","17.67","46.58","533220.0","30.22","70.31",26150.00,23095.00,7653.00,"0.662"
4/10/2021 0:00:00,"Arkansas","1440169.0","2138430.0","929582.0","18.28","47.72","551699.0","30.8","70.86",34428.00,19233.00,6373.00,"0.673"
